TransactionID,variable,item
12,Item 9,roll products
10,Item 9,house keeping products
11,Item 9,female sanitary products
11,Item 9,spread cheese
20,Item 9,frozen vegetables
12,Item 9,butter milk
16,Item 9,pickled vegetables
12,Item 9,cake bar
15,Item 9,pasta
21,Item 9,rolls/buns
19,Item 9,brown bread
20,Item 9,whole milk
9,Item 9,cooking chocolate
11,Item 9,zwieback
18,Item 9,roll products
18,Item 9,frozen potato products
21,Item 9,whipped/sour cream
11,Item 9,semi-finished bread
29,Item 9,curd
11,Item 9,roll products
10,Item 9,popcorn
12,Item 9,soups
9,Item 9,tea
10,Item 9,frozen vegetables
22,Item 9,other vegetables
12,Item 9,pasta
15,Item 9,pastry
10,Item 9,whipped/sour cream
11,Item 9,condensed milk
14,Item 9,waffles
14,Item 9,zwieback
23,Item 9,hard cheese
11,Item 9,cream cheese
14,Item 9,margarine
12,Item 9,curd
17,Item 9,whipped/sour cream
14,Item 9,semi-finished bread
10,Item 9,rum
11,Item 10,candy
13,Item 10,coffee
10,Item 10,long life bakery product
10,Item 10,fruit/vegetable juice
10,Item 10,bathroom cleaner
10,Item 10,detergent
10,Item 10,shopping bags
10,Item 10,dishes
15,Item 10,rice
10,Item 10,baking powder
23,Item 10,yogurt
12,Item 10,rolls/buns
12,Item 10,brown bread
16,Item 10,sugar
11,Item 10,bottled water
11,Item 10,chocolate
12,Item 10,soda
11,Item 10,baking powder
11,Item 10,soda
10,Item 10,misc. beverages
13,Item 10,pickled vegetables
11,Item 10,specialty chocolate
11,Item 10,napkins
11,Item 10,hygiene articles
10,Item 10,photo/film
14,Item 10,white bread
11,Item 10,misc. beverages
10,Item 10,bottled beer
17,Item 10,mustard
13,Item 10,cereals
10,Item 10,newspapers
11,Item 10,coffee
12,Item 10,liquor (appetizer)
10,Item 10,napkins
10,Item 10,cling film/bags
11,Item 10,soap
11,Item 10,fruit/vegetable juice
10,Item 10,soda
14,Item 10,frozen dessert
17,Item 10,rolls/buns
13,Item 10,misc. beverages
13,Item 10,soups
12,Item 10,coffee
10,Item 10,canned beer
10,Item 10,red/blush wine
13,Item 10,sugar
15,Item 10,frozen potato products
14,Item 10,brown bread
12,Item 10,ice cream
12,Item 10,pastry
14,Item 10,ice cream
15,Item 10,fruit/vegetable juice
15,Item 10,mustard
19,Item 10,ice cream
10,Item 10,rum
17,Item 10,domestic eggs
20,Item 10,brown bread
16,Item 10,baking powder
16,Item 10,oil
11,Item 10,potted plants
23,Item 10,hard cheese
10,Item 10,chocolate marshmallow
10,Item 10,hygiene articles
18,Item 10,hard cheese
12,Item 10,rice
13,Item 10,domestic eggs
13,Item 10,chocolate
15,Item 10,frozen vegetables
14,Item 10,soda
11,Item 10,waffles
13,Item 10,processed cheese
14,Item 10,pasta
15,Item 10,soda
11,Item 10,rum
21,Item 10,frozen vegetables
18,Item 10,semi-finished bread
11,Item 10,salty snack
26,Item 10,yogurt
13,Item 10,salty snack
11,Item 10,margarine
11,Item 10,chewing gum
10,Item 10,coffee
16,Item 10,pet care
17,Item 10,whipped/sour cream
10,Item 10,cake bar
15,Item 10,brown bread
11,Item 10,cookware
11,Item 10,light bulbs
14,Item 10,bottled water
10,Item 10,chocolate
10,Item 10,chewing gum
15,Item 10,domestic eggs
12,Item 10,misc. beverages
32,Item 10,other vegetables
15,Item 10,butter milk
19,Item 10,vinegar
13,Item 10,beverages
11,Item 10,popcorn
12,Item 10,canned beer
18,Item 10,jam
17,Item 10,butter
10,Item 10,cleaner
10,Item 10,margarine
10,Item 10,flower (seeds)
14,Item 10,sliced cheese
11,Item 10,bottled beer
13,Item 10,ketchup
11,Item 10,sugar
14,Item 10,oil
14,Item 10,jam
14,Item 10,sugar
17,Item 10,soda
17,Item 10,cream cheese
19,Item 10,frozen vegetables
12,Item 10,hygiene articles
12,Item 10,newspapers
12,Item 10,long life bakery product
15,Item 10,coffee
15,Item 10,salty snack
15,Item 10,pastry
10,Item 10,house keeping products
12,Item 10,waffles
13,Item 10,oil
13,Item 10,fruit/vegetable juice
10,Item 10,potted plants
13,Item 10,margarine
15,Item 10,margarine
11,Item 10,male cosmetics
12,Item 10,cream cheese
12,Item 10,white bread
17,Item 10,frozen vegetables
12,Item 10,bottled water
17,Item 10,fruit/vegetable juice
11,Item 10,long life bakery product
11,Item 10,cake bar
21,Item 10,other vegetables
16,Item 10,yogurt
14,Item 10,bottled beer
12,Item 10,specialty chocolate
15,Item 10,soft cheese
19,Item 10,butter
11,Item 10,softener
10,Item 10,soap
16,Item 10,coffee
16,Item 10,margarine
17,Item 10,brown bread
11,Item 10,specialty bar
16,Item 10,semi-finished bread
13,Item 10,pastry
10,Item 10,cookware
11,Item 10,kitchen towels
22,Item 10,ice cream
13,Item 10,bottled water
11,Item 10,cat food
13,Item 10,brown bread
11,Item 10,brandy
15,Item 10,sugar
11,Item 10,sweet spreads
22,Item 10,yogurt
11,Item 10,red/blush wine
10,Item 10,instant coffee
14,Item 10,chewing gum
13,Item 10,bottled beer
11,Item 10,seasonal products
12,Item 10,fruit/vegetable juice
19,Item 10,specialty fat
11,Item 10,newspapers
13,Item 10,rolls/buns
11,Item 10,dog food
10,Item 10,specialty chocolate
16,Item 10,white bread
16,Item 10,soda
19,Item 10,brown bread
11,Item 10,domestic eggs
10,Item 10,kitchen towels
10,Item 10,candy
10,Item 10,dental care
16,Item 10,rolls/buns
15,Item 10,canned fish
14,Item 10,fruit/vegetable juice
29,Item 10,whipped/sour cream
23,Item 10,whipped/sour cream
11,Item 10,tea
12,Item 10,meat spreads
12,Item 10,dog food
20,Item 10,margarine
10,Item 10,pastry
12,Item 10,bottled beer
12,Item 10,chocolate
17,Item 10,hard cheese
12,Item 10,dental care
14,Item 10,rolls/buns
15,Item 10,soups
11,Item 10,frozen dessert
10,Item 10,waffles
16,Item 10,brown bread
15,Item 10,oil
10,Item 10,seasonal products
12,Item 10,syrup
14,Item 10,salad dressing
14,Item 10,frozen vegetables
13,Item 10,soda
13,Item 10,cocoa drinks
18,Item 10,rolls/buns
12,Item 10,salty snack
13,Item 10,detergent
13,Item 10,baking powder
16,Item 10,canned beer
16,Item 10,pickled vegetables
11,Item 10,jam
14,Item 10,flour
17,Item 10,white bread
14,Item 10,soft cheese
15,Item 10,cat food
14,Item 10,domestic eggs
16,Item 10,cat food
10,Item 10,bottled water
14,Item 10,chocolate
18,Item 10,whipped/sour cream
13,Item 10,frozen meals
11,Item 10,dishes
11,Item 10,liquor
11,Item 10,chocolate marshmallow
10,Item 10,dish cleaner
17,Item 10,frozen meals
18,Item 10,pasta
10,Item 10,candles
17,Item 10,coffee
14,Item 10,liquor (appetizer)
12,Item 10,brandy
14,Item 10,pastry
14,Item 10,instant food products
11,Item 10,pastry
19,Item 10,margarine
14,Item 10,coffee
12,Item 10,house keeping products
10,Item 10,sparkling wine
14,Item 10,salt
15,Item 10,cream cheese
11,Item 10,vinegar
13,Item 10,cat food
21,Item 10,yogurt
14,Item 10,margarine
13,Item 10,sweet spreads
16,Item 10,whole milk
12,Item 10,chocolate marshmallow
12,Item 10,domestic eggs
22,Item 10,roll products
14,Item 10,cat food
10,Item 10,pickled vegetables
10,Item 10,male cosmetics
21,Item 10,specialty cheese
12,Item 10,canned fish
10,Item 10,salty snack
12,Item 10,cat food
10,Item 10,skin care
11,Item 10,house keeping products
15,Item 10,yogurt
14,Item 10,beverages
12,Item 10,baking powder
13,Item 10,long life bakery product
12,Item 10,canned fruit
15,Item 10,canned fruit
11,Item 10,rice
19,Item 10,yogurt
20,Item 10,sliced cheese
27,Item 10,butter
20,Item 10,semi-finished bread
13,Item 10,salt
19,Item 10,white bread
10,Item 10,sauces
14,Item 10,red/blush wine
11,Item 10,female sanitary products
13,Item 10,instant coffee
13,Item 10,napkins
12,Item 10,sweet spreads
10,Item 10,cat food
17,Item 10,yogurt
12,Item 10,semi-finished bread
11,Item 10,mustard
10,Item 10,softener
12,Item 10,cake bar
11,Item 10,pickled vegetables
13,Item 10,hard cheese
16,Item 10,domestic eggs
10,Item 10,specialty bar
14,Item 10,pickled vegetables
11,Item 10,canned fruit
12,Item 10,frozen meals
15,Item 10,frozen meals
13,Item 10,red/blush wine
14,Item 10,roll products
15,Item 10,mayonnaise
13,Item 10,semi-finished bread
21,Item 10,zwieback
11,Item 10,canned fish
12,Item 10,frozen fish
21,Item 10,oil
28,Item 10,specialty cheese
12,Item 10,sugar
16,Item 10,hard cheese
10,Item 10,popcorn
12,Item 10,chewing gum
13,Item 10,liquor
12,Item 10,specialty vegetables
12,Item 10,detergent
18,Item 10,brown bread
16,Item 10,pastry
12,Item 10,frozen vegetables
15,Item 10,waffles
15,Item 10,canned vegetables
11,Item 10,candles
17,Item 10,sliced cheese
12,Item 10,oil
17,Item 10,spread cheese
12,Item 10,zwieback
20,Item 10,frozen potato products
16,Item 10,dog food
15,Item 10,rolls/buns
19,Item 10,sugar
11,Item 10,canned beer
12,Item 10,margarine
23,Item 10,rolls/buns
14,Item 10,cake bar
15,Item 10,spices
10,Item 10,abrasive cleaner
15,Item 10,salt
12,Item 10,popcorn
11,Item 10,pasta
19,Item 10,spread cheese
11,Item 10,dish cleaner
16,Item 10,red/blush wine
11,Item 10,cooking chocolate
10,Item 10,organic products
15,Item 10,spread cheese
17,Item 10,frozen dessert
14,Item 10,dog food
12,Item 10,pickled vegetables
16,Item 10,frozen meals
16,Item 10,salt
16,Item 10,soft cheese
16,Item 10,frozen potato products
14,Item 10,yogurt
16,Item 10,whipped/sour cream
20,Item 10,frozen vegetables
13,Item 10,rice
21,Item 10,mustard
13,Item 10,specialty bar
11,Item 10,rolls/buns
21,Item 10,pastry
12,Item 10,toilet cleaner
10,Item 10,light bulbs
18,Item 10,mustard
15,Item 10,whole milk
12,Item 10,cling film/bags
13,Item 10,pet care
24,Item 10,frozen vegetables
11,Item 10,oil
13,Item 10,cake bar
12,Item 10,nut snack
20,Item 10,white bread
12,Item 10,uht-milk
11,Item 10,soups
16,Item 10,canned fish
12,Item 10,seasonal products
15,Item 10,specialty vegetables
21,Item 10,white bread
19,Item 10,pasta
20,Item 10,butter
13,Item 10,cleaner
19,Item 10,processed cheese
21,Item 10,uht-milk
12,Item 10,instant food products
11,Item 10,syrup
14,Item 10,misc. beverages
29,Item 10,yogurt
13,Item 10,canned vegetables
11,Item 10,whipped/sour cream
16,Item 10,frozen fish
14,Item 10,semi-finished bread
11,Item 10,brown bread
16,Item 10,cream cheese
10,Item 10,rolls/buns
11,Item 10,canned vegetables
15,Item 10,ready soups
15,Item 10,bottled beer
11,Item 10,cocoa drinks
22,Item 10,curd
14,Item 10,rice
11,Item 10,white bread
14,Item 10,cleaner
14,Item 10,soups
23,Item 10,frozen vegetables
11,Item 10,semi-finished bread
14,Item 10,canned fish
11,Item 10,decalcifier
12,Item 10,whipped/sour cream
14,Item 10,waffles
11,Item 10,nut snack
15,Item 10,white bread
17,Item 10,soft cheese
11,Item 11,bathroom cleaner
13,Item 11,soda
15,Item 11,sugar
23,Item 11,whipped/sour cream
12,Item 11,dish cleaner
12,Item 11,tea
16,Item 11,cereals
11,Item 11,bottled beer
11,Item 11,newspapers
12,Item 11,hygiene articles
11,Item 11,waffles
11,Item 11,fruit/vegetable juice
13,Item 11,canned beer
11,Item 11,detergent
11,Item 11,cling film/bags
14,Item 11,coffee
11,Item 11,napkins
17,Item 11,cat food
11,Item 11,shopping bags
13,Item 11,baking powder
11,Item 11,potted plants
12,Item 11,candy
14,Item 11,domestic eggs
17,Item 11,margarine
13,Item 11,candy
11,Item 11,candles
12,Item 11,fruit/vegetable juice
12,Item 11,sparkling wine
13,Item 11,rum
15,Item 11,brown bread
14,Item 11,bottled water
12,Item 11,rolls/buns
12,Item 11,sugar
14,Item 11,pastry
15,Item 11,white wine
15,Item 11,salty snack
19,Item 11,pastry
17,Item 11,pastry
20,Item 11,pastry
16,Item 11,coffee
23,Item 11,frozen vegetables
18,Item 11,domestic eggs
12,Item 11,vinegar
13,Item 11,white bread
13,Item 11,hygiene articles
15,Item 11,pastry
14,Item 11,fruit/vegetable juice
14,Item 11,sugar
11,Item 11,dish cleaner
13,Item 11,rolls/buns
14,Item 11,specialty vegetables
11,Item 11,skin care
21,Item 11,pastry
18,Item 11,soda
26,Item 11,whipped/sour cream
13,Item 11,seasonal products
11,Item 11,cat food
17,Item 11,uht-milk
15,Item 11,canned vegetables
14,Item 11,soda
15,Item 11,flour
12,Item 11,long life bakery product
16,Item 11,soda
32,Item 11,whole milk
12,Item 11,waffles
15,Item 11,whipped/sour cream
19,Item 11,oil
12,Item 11,pastry
13,Item 11,brown bread
11,Item 11,house keeping products
18,Item 11,coffee
17,Item 11,butter milk
14,Item 11,ice cream
11,Item 11,female sanitary products
13,Item 11,misc. beverages
13,Item 11,coffee
14,Item 11,misc. beverages
17,Item 11,salty snack
17,Item 11,frozen vegetables
19,Item 11,white bread
12,Item 11,newspapers
11,Item 11,chocolate
12,Item 11,potted plants
12,Item 11,seasonal products
15,Item 11,bottled water
15,Item 11,long life bakery product
15,Item 11,pickled vegetables
12,Item 11,decalcifier
13,Item 11,waffles
13,Item 11,pickled vegetables
15,Item 11,detergent
15,Item 11,canned fruit
11,Item 11,flower (seeds)
12,Item 11,brown bread
17,Item 11,sauces
17,Item 11,bottled beer
11,Item 11,chewing gum
11,Item 11,specialty chocolate
12,Item 11,specialty bar
11,Item 11,seasonal products
21,Item 11,whole milk
16,Item 11,frozen vegetables
14,Item 11,canned beer
15,Item 11,frozen potato products
19,Item 11,whipped/sour cream
12,Item 11,bottled beer
16,Item 11,bottled water
16,Item 11,jam
17,Item 11,semi-finished bread
11,Item 11,dishes
16,Item 11,cat food
15,Item 11,fruit/vegetable juice
13,Item 11,bottled water
12,Item 11,kitchen towels
22,Item 11,frozen dessert
15,Item 11,syrup
13,Item 11,margarine
15,Item 11,coffee
16,Item 11,specialty fat
11,Item 11,softener
14,Item 11,sweet spreads
12,Item 11,canned vegetables
22,Item 11,mayonnaise
14,Item 11,male cosmetics
12,Item 11,oil
11,Item 11,hygiene articles
12,Item 11,chocolate
19,Item 11,sugar
13,Item 11,pastry
17,Item 11,bottled water
16,Item 11,brown bread
16,Item 11,liquor (appetizer)
11,Item 11,salty snack
14,Item 11,rum
16,Item 11,margarine
15,Item 11,soda
16,Item 11,instant food products
14,Item 11,long life bakery product
29,Item 11,sliced cheese
23,Item 11,cream cheese
12,Item 11,bottled water
12,Item 11,napkins
20,Item 11,canned vegetables
16,Item 11,pastry
14,Item 11,baking powder
12,Item 11,male cosmetics
17,Item 11,roll products
11,Item 11,candy
15,Item 11,soups
12,Item 11,margarine
12,Item 11,dog food
15,Item 11,margarine
12,Item 11,skin care
14,Item 11,frozen dessert
13,Item 11,salty snack
18,Item 11,white bread
13,Item 11,napkins
13,Item 11,specialty bar
13,Item 11,canned vegetables
13,Item 11,canned fish
16,Item 11,specialty chocolate
16,Item 11,canned fish
15,Item 11,canned beer
14,Item 11,pasta
14,Item 11,frozen vegetables
14,Item 11,brown bread
11,Item 11,liquor (appetizer)
12,Item 11,dental care
12,Item 11,cake bar
14,Item 11,specialty chocolate
18,Item 11,beverages
13,Item 11,frozen fish
11,Item 11,kitchen towels
17,Item 11,brown bread
18,Item 11,pickled vegetables
14,Item 11,waffles
12,Item 11,softener
14,Item 11,salt
11,Item 11,margarine
19,Item 11,organic products
13,Item 11,specialty chocolate
14,Item 11,bottled beer
14,Item 11,rolls/buns
12,Item 11,photo/film
15,Item 11,specialty cheese
11,Item 11,baking powder
13,Item 11,bottled beer
12,Item 11,cookware
21,Item 11,whipped/sour cream
16,Item 11,butter milk
12,Item 11,canned beer
22,Item 11,oil
18,Item 11,mayonnaise
11,Item 11,soda
12,Item 11,misc. beverages
11,Item 11,popcorn
14,Item 11,soft cheese
12,Item 11,coffee
13,Item 11,dental care
11,Item 11,cereals
12,Item 11,pickled vegetables
11,Item 11,sugar
19,Item 11,specialty cheese
20,Item 11,rolls/buns
12,Item 11,salty snack
27,Item 11,yogurt
20,Item 11,pickled vegetables
13,Item 11,soups
19,Item 11,coffee
11,Item 11,specialty bar
12,Item 11,detergent
14,Item 11,snack products
13,Item 11,long life bakery product
12,Item 11,soda
13,Item 11,kitchen towels
14,Item 11,ketchup
14,Item 11,spices
12,Item 11,cling film/bags
17,Item 11,cream cheese
11,Item 11,bottled water
14,Item 11,tea
15,Item 11,mustard
13,Item 11,frozen vegetables
16,Item 11,white bread
17,Item 11,rice
13,Item 11,cling film/bags
11,Item 11,jam
12,Item 11,frozen fish
14,Item 11,cereals
14,Item 11,roll products
15,Item 11,domestic eggs
14,Item 11,detergent
17,Item 11,misc. beverages
14,Item 11,sauces
13,Item 11,spices
13,Item 11,dish cleaner
12,Item 11,ice cream
21,Item 11,flour
11,Item 11,tea
21,Item 11,mustard
28,Item 11,domestic eggs
14,Item 11,margarine
12,Item 11,cat food
16,Item 11,domestic eggs
23,Item 11,soft cheese
16,Item 11,ketchup
15,Item 11,misc. beverages
11,Item 11,ketchup
17,Item 11,sliced cheese
15,Item 11,potato products
14,Item 11,mustard
18,Item 11,pastry
16,Item 11,chocolate
12,Item 11,domestic eggs
13,Item 11,liquor (appetizer)
15,Item 11,chocolate
13,Item 11,skin care
17,Item 11,frozen meals
17,Item 11,domestic eggs
12,Item 11,chewing gum
20,Item 11,hard cheese
16,Item 11,waffles
11,Item 11,long life bakery product
19,Item 11,pudding powder
13,Item 11,abrasive cleaner
12,Item 11,soups
23,Item 11,pastry
12,Item 11,specialty chocolate
18,Item 11,cream cheese
14,Item 11,dish cleaner
16,Item 11,whipped/sour cream
15,Item 11,baking powder
11,Item 11,flower soil/fertilizer
16,Item 11,nut snack
19,Item 11,salad dressing
13,Item 11,sugar
16,Item 11,sparkling wine
15,Item 11,rolls/buns
18,Item 11,sugar
15,Item 11,semi-finished bread
16,Item 11,oil
16,Item 11,sliced cheese
16,Item 11,hard cheese
14,Item 11,frozen fish
21,Item 11,frozen fish
13,Item 11,vinegar
21,Item 11,spices
21,Item 11,canned fish
14,Item 11,instant coffee
17,Item 11,rolls/buns
13,Item 11,chocolate
14,Item 11,specialty bar
11,Item 11,cooking chocolate
18,Item 11,ketchup
12,Item 11,cleaner
15,Item 11,butter
24,Item 11,frozen dessert
11,Item 11,chocolate marshmallow
11,Item 11,semi-finished bread
20,Item 11,dog food
16,Item 11,liquor
16,Item 11,dog food
15,Item 11,sweet spreads
21,Item 11,brown bread
13,Item 11,fruit/vegetable juice
17,Item 11,sugar
20,Item 11,whipped/sour cream
13,Item 11,bathroom cleaner
18,Item 11,oil
19,Item 11,frozen vegetables
21,Item 11,domestic eggs
14,Item 11,salty snack
14,Item 11,chocolate
29,Item 11,cream
13,Item 11,cake bar
11,Item 11,frozen vegetables
16,Item 11,rolls/buns
14,Item 11,syrup
22,Item 11,dessert
14,Item 11,canned fish
14,Item 11,hard cheese
14,Item 11,toilet cleaner
23,Item 11,domestic eggs
11,Item 11,vinegar
12,Item 11,flour
11,Item 11,brandy
17,Item 11,hard cheese
12,Item 11,red/blush wine
17,Item 11,flour
13,Item 12,waffles
15,Item 12,canned fruit
23,Item 12,soft cheese
12,Item 12,cookware
12,Item 12,bottled water
16,Item 12,canned vegetables
12,Item 12,napkins
13,Item 12,hygiene articles
14,Item 12,long life bakery product
17,Item 12,coffee
13,Item 12,fruit/vegetable juice
12,Item 12,cling film/bags
14,Item 12,rolls/buns
17,Item 12,soda
13,Item 12,female sanitary products
13,Item 12,soda
12,Item 12,potted plants
12,Item 12,dishes
13,Item 12,long life bakery product
12,Item 12,bottled beer
15,Item 12,instant food products
14,Item 12,bottled beer
12,Item 12,soda
12,Item 12,baking powder
14,Item 12,coffee
15,Item 12,salty snack
15,Item 12,chocolate
19,Item 12,salt
17,Item 12,margarine
20,Item 12,flour
16,Item 12,cocoa drinks
16,Item 12,long life bakery product
23,Item 12,frozen fish
18,Item 12,rolls/buns
12,Item 12,margarine
13,Item 12,pastry
13,Item 12,napkins
15,Item 12,instant coffee
14,Item 12,red/blush wine
14,Item 12,meat spreads
14,Item 12,cat food
15,Item 12,waffles
21,Item 12,roll products
18,Item 12,long life bakery product
26,Item 12,soft cheese
13,Item 12,detergent
16,Item 12,bottled beer
17,Item 12,frozen vegetables
15,Item 12,bottled water
14,Item 12,fruit/vegetable juice
15,Item 12,rice
12,Item 12,newspapers
32,Item 12,butter
12,Item 12,hygiene articles
15,Item 12,domestic eggs
19,Item 12,cat food
12,Item 12,coffee
13,Item 12,cat food
18,Item 12,bottled water
17,Item 12,yogurt
14,Item 12,semi-finished bread
13,Item 12,canned beer
13,Item 12,cleaner
14,Item 12,ketchup
17,Item 12,chocolate
17,Item 12,domestic eggs
19,Item 12,pastry
12,Item 12,shopping bags
15,Item 12,soda
15,Item 12,chewing gum
15,Item 12,jam
13,Item 12,seasonal products
13,Item 12,dishes
15,Item 12,softener
15,Item 12,canned fish
12,Item 12,detergent
12,Item 12,chocolate
17,Item 12,pickled vegetables
12,Item 12,female sanitary products
17,Item 12,salty snack
12,Item 12,seasonal products
21,Item 12,curd
16,Item 12,brown bread
14,Item 12,rum
15,Item 12,rolls/buns
19,Item 12,frozen meals
16,Item 12,soda
16,Item 12,sweet spreads
17,Item 12,ketchup
16,Item 12,bottled water
15,Item 12,long life bakery product
22,Item 12,margarine
13,Item 12,newspapers
15,Item 12,red/blush wine
16,Item 12,spices
12,Item 12,sweet spreads
22,Item 12,white bread
14,Item 12,hygiene articles
12,Item 12,canned fish
13,Item 12,cooking chocolate
12,Item 12,chocolate marshmallow
19,Item 12,jam
13,Item 12,roll products
13,Item 12,salty snack
17,Item 12,red/blush wine
16,Item 12,pasta
16,Item 12,waffles
19,Item 12,flour
13,Item 12,chocolate
14,Item 12,salty snack
16,Item 12,honey
15,Item 12,fruit/vegetable juice
16,Item 12,baking powder
14,Item 12,chocolate
29,Item 12,hard cheese
23,Item 12,frozen vegetables
12,Item 12,chewing gum
29,Item 12,mayonnaise
20,Item 12,pickled vegetables
13,Item 12,misc. beverages
16,Item 12,jam
14,Item 12,pickled vegetables
14,Item 12,soda
15,Item 12,meat spreads
12,Item 12,photo/film
12,Item 12,specialty bar
12,Item 12,fruit/vegetable juice
16,Item 12,cereals
15,Item 12,spices
14,Item 12,frozen potato products
14,Item 12,oil
18,Item 12,pickled vegetables
13,Item 12,house keeping products
13,Item 12,dental care
13,Item 12,canned fruit
13,Item 12,coffee
16,Item 12,specialty bar
16,Item 12,oil
16,Item 12,cat food
14,Item 12,sugar
17,Item 12,pasta
15,Item 12,bottled beer
14,Item 12,specialty bar
18,Item 12,soft cheese
13,Item 12,frozen dessert
13,Item 12,bottled water
18,Item 12,sweet spreads
14,Item 12,candy
19,Item 12,coffee
13,Item 12,candy
14,Item 12,cling film/bags
14,Item 12,pastry
19,Item 12,baking powder
12,Item 12,house keeping products
21,Item 12,uht-milk
14,Item 12,cake bar
13,Item 12,specialty chocolate
16,Item 12,beverages
12,Item 12,cat food
14,Item 12,napkins
14,Item 12,popcorn
18,Item 12,oil
12,Item 12,canned beer
15,Item 12,cream cheese
12,Item 12,candy
14,Item 12,specialty cheese
19,Item 12,rolls/buns
12,Item 12,long life bakery product
27,Item 12,whipped/sour cream
20,Item 12,sweet spreads
13,Item 12,sweet spreads
19,Item 12,soda
14,Item 12,dishes
13,Item 12,cake bar
14,Item 12,cocoa drinks
16,Item 12,potato products
17,Item 12,processed cheese
16,Item 12,margarine
17,Item 12,potato products
17,Item 12,instant food products
14,Item 12,sparkling wine
13,Item 12,kitchen towels
12,Item 12,brown bread
17,Item 12,sparkling wine
21,Item 12,vinegar
12,Item 12,waffles
21,Item 12,ketchup
28,Item 12,salt
16,Item 12,vinegar
23,Item 12,cream cheese
17,Item 12,salt
12,Item 12,candles
18,Item 12,sauces
16,Item 12,abrasive cleaner
15,Item 12,specialty bar
17,Item 12,frozen fish
17,Item 12,rolls/buns
20,Item 12,pastry
16,Item 12,chocolate
13,Item 12,nut snack
19,Item 12,bottled water
13,Item 12,dish cleaner
13,Item 12,soap
14,Item 12,bottled water
23,Item 12,mustard
12,Item 12,cleaner
18,Item 12,frozen vegetables
17,Item 12,brown bread
13,Item 12,red/blush wine
16,Item 12,processed cheese
15,Item 12,cat food
15,Item 12,sweet spreads
16,Item 12,cake bar
19,Item 12,frozen vegetables
13,Item 12,bottled beer
15,Item 12,pastry
18,Item 12,soda
17,Item 12,rice
14,Item 12,misc. beverages
16,Item 12,salty snack
16,Item 12,curd cheese
16,Item 12,rolls/buns
20,Item 12,oil
15,Item 12,cereals
21,Item 12,white bread
13,Item 12,baking powder
21,Item 12,preservation products
21,Item 12,bottled water
14,Item 12,waffles
17,Item 12,pastry
13,Item 12,candles
14,Item 12,dish cleaner
12,Item 12,red/blush wine
16,Item 12,flour
15,Item 12,curd
12,Item 12,specialty chocolate
24,Item 12,rolls/buns
13,Item 12,pudding powder
17,Item 12,cream cheese
20,Item 12,coffee
12,Item 12,salty snack
21,Item 12,pastry
19,Item 12,instant food products
17,Item 12,cat food
20,Item 12,ice cream
18,Item 12,margarine
19,Item 12,frozen fruits
13,Item 12,rubbing alcohol
18,Item 12,coffee
18,Item 12,mustard
14,Item 12,specialty chocolate
29,Item 12,sliced cheese
14,Item 12,detergent
15,Item 12,nut snack
14,Item 12,artif. sweetener
22,Item 12,yogurt
15,Item 12,coffee
14,Item 12,cream cheese
14,Item 12,dental care
23,Item 12,white bread
12,Item 12,dish cleaner
12,Item 12,pudding powder
16,Item 12,fruit/vegetable juice
15,Item 12,oil
12,Item 12,cake bar
13,Item 13,candy
15,Item 13,misc. beverages
23,Item 13,sliced cheese
16,Item 13,canned fish
13,Item 13,napkins
14,Item 13,chocolate
17,Item 13,soda
13,Item 13,soap
14,Item 13,sugar
17,Item 13,liquor (appetizer)
13,Item 13,shopping bags
13,Item 13,detergent
13,Item 13,abrasive cleaner
15,Item 13,soda
14,Item 13,salty snack
14,Item 13,fruit/vegetable juice
15,Item 13,chocolate
15,Item 13,chocolate marshmallow
19,Item 13,baking powder
17,Item 13,soups
20,Item 13,mustard
16,Item 13,salty snack
16,Item 13,detergent
23,Item 13,domestic eggs
18,Item 13,pastry
13,Item 13,newspapers
14,Item 13,soda
13,Item 13,chocolate
15,Item 13,specialty bar
21,Item 13,rice
18,Item 13,waffles
26,Item 13,frozen vegetables
13,Item 13,potted plants
16,Item 13,red/blush wine
17,Item 13,frozen meals
15,Item 13,dish cleaner
14,Item 13,canned beer
15,Item 13,oil
16,Item 13,white wine
32,Item 13,curd
15,Item 13,brown bread
19,Item 13,specialty chocolate
18,Item 13,soda
17,Item 13,rolls/buns
13,Item 13,salty snack
14,Item 13,detergent
14,Item 13,napkins
14,Item 13,dishes
17,Item 13,chocolate marshmallow
19,Item 13,semi-finished bread
15,Item 13,fruit/vegetable juice
15,Item 13,cat food
13,Item 13,female sanitary products
13,Item 13,cookware
13,Item 13,fruit/vegetable juice
15,Item 13,decalcifier
15,Item 13,coffee
17,Item 13,bottled water
17,Item 13,chocolate
21,Item 13,yogurt
16,Item 13,semi-finished bread
14,Item 13,waffles
19,Item 13,frozen fish
16,Item 13,bottled beer
16,Item 13,coffee
17,Item 13,spices
16,Item 13,seasonal products
13,Item 13,popcorn
22,Item 13,mustard
15,Item 13,salty snack
16,Item 13,baking powder
22,Item 13,pastry
19,Item 13,canned fish
13,Item 13,margarine
17,Item 13,long life bakery product
16,Item 13,vinegar
16,Item 13,chocolate marshmallow
19,Item 13,instant food products
13,Item 13,dishes
16,Item 13,specialty chocolate
15,Item 13,red/blush wine
14,Item 13,candy
29,Item 13,frozen meals
29,Item 13,frozen vegetables
20,Item 13,coffee
13,Item 13,hygiene articles
16,Item 13,soda
14,Item 13,bottled beer
15,Item 13,canned fish
